진료년도,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2018,경북,울진군,여,20~29세,0,0,0
2018,경북,울진군,여,30~39세,0,0,0
2018,경북,울진군,여,40~49세,0,0,0
2018,경북,울진군,여,50~59세,0,0,0
2018,경북,울진군,여,60~69세,16,102,4795940
2018,경북,울진군,여,70~79세,84,565,21092950
2018,경북,울진군,여,80~89세,259,7259,465008280
2018,경북,울진군,여,90~99세,65,2655,178558640
2018,경북,울진군,여,100세 이상,0,0,0
2018,경북,의성군,남,0~9세,0,0,0
2018,경북,의성군,남,10~19세,0,0,0
2018,경북,의성군,남,20~29세,0,0,0
2018,경북,의성군,남,30~39세,0,0,0
2018,경북,의성군,남,40~49세,0,0,0
2018,경북,의성군,남,50~59세,0,0,0
2018,경북,의성군,남,60~69세,24,218,9638850
2018,경북,의성군,남,70~79세,126,2687,149135810
2018,경북,의성군,남,80~89세,200,10035,668469970
2018,경북,의성군,남,90~99세,37,2219,144227300
2018,경북,의성군,남,100세 이상,0,0,0
2018,경북,의성군,여,0~9세,0,0,0
2018,경북,의성군,여,10~19세,0,0,0
2018,경북,의성군,여,20~29세,0,0,0
2018,경북,의성군,여,30~39세,0,0,0
2018,경북,의성군,여,40~49세,0,0,0
2018,경북,의성군,여,50~59세,0,0,0
2018,경북,의성군,여,60~69세,33,583,32550940
2018,경북,의성군,여,70~79세,227,8737,554395270
2018,경북,의성군,여,80~89세,555,34402,2355481340
2018,경북,의성군,여,90~99세,135,14708,1004285560
2018,경북,의성군,여,100세 이상,0,0,0
2018,경북,청도군,남,0~9세,0,0,0
2018,경북,청도군,남,10~19세,0,0,0
2018,경북,청도군,남,20~29세,0,0,0
2018,경북,청도군,남,30~39세,0,0,0
2018,경북,청도군,남,40~49세,0,0,0
2018,경북,청도군,남,50~59세,0,0,0
2018,경북,청도군,남,60~69세,32,791,49977150
2018,경북,청도군,남,70~79세,124,1922,142763750
2018,경북,청도군,남,80~89세,154,2417,181165250
2018,경북,청도군,남,90~99세,32,1003,72374190
2018,경북,청도군,남,100세 이상,0,0,0
2018,경북,청도군,여,0~9세,0,0,0
2018,경북,청도군,여,10~19세,0,0,0
2018,경북,청도군,여,20~29세,0,0,0
2018,경북,청도군,여,30~39세,0,0,0
2018,경북,청도군,여,40~49세,0,0,0
2018,경북,청도군,여,50~59세,0,0,0
2018,경북,청도군,여,60~69세,37,303,17468560
2018,경북,청도군,여,70~79세,241,2259,136319940
2018,경북,청도군,여,80~89세,498,9995,675419120
2018,경북,청도군,여,90~99세,128,3520,243807250
2018,경북,청도군,여,100세 이상,0,0,0
2018,경북,청송군,남,0~9세,0,0,0
2018,경북,청송군,남,10~19세,0,0,0
2018,경북,청송군,남,20~29세,0,0,0
2018,경북,청송군,남,30~39세,0,0,0
2018,경북,청송군,남,40~49세,0,0,0
2018,경북,청송군,남,50~59세,0,0,0
2018,경북,청송군,남,60~69세,0,0,0
2018,경북,청송군,남,70~79세,29,108,2083420
2018,경북,청송군,남,80~89세,35,92,1930510
2018,경북,청송군,남,90~99세,0,0,0
2018,경북,청송군,남,100세 이상,0,0,0
2018,경북,청송군,여,0~9세,0,0,0
2018,경북,청송군,여,10~19세,0,0,0
2018,경북,청송군,여,20~29세,0,0,0
2018,경북,청송군,여,30~39세,0,0,0
2018,경북,청송군,여,40~49세,0,0,0
2018,경북,청송군,여,50~59세,0,0,0
2018,경북,청송군,여,60~69세,0,0,0
2018,경북,청송군,여,70~79세,51,160,4277900
2018,경북,청송군,여,80~89세,93,351,7177370
2018,경북,청송군,여,90~99세,26,131,4010400
2018,경북,청송군,여,100세 이상,0,0,0
2018,경북,칠곡군,남,0~9세,0,0,0
2018,경북,칠곡군,남,10~19세,0,0,0
2018,경북,칠곡군,남,20~29세,0,0,0
2018,경북,칠곡군,남,30~39세,0,0,0
2018,경북,칠곡군,남,40~49세,0,0,0
2018,경북,칠곡군,남,50~59세,10,1251,79394730
2018,경북,칠곡군,남,60~69세,39,3069,208215020
2018,경북,칠곡군,남,70~79세,105,4873,336146400
2018,경북,칠곡군,남,80~89세,167,12717,916457250
2018,경북,칠곡군,남,90~99세,39,2920,200016380
2018,경북,칠곡군,남,100세 이상,0,0,0
2018,경북,칠곡군,여,0~9세,0,0,0
2018,경북,칠곡군,여,10~19세,0,0,0
2018,경북,칠곡군,여,20~29세,0,0,0
2018,경북,칠곡군,여,30~39세,0,0,0
2018,경북,칠곡군,여,40~49세,0,0,0
2018,경북,칠곡군,여,50~59세,0,0,0
2018,경북,칠곡군,여,60~69세,32,810,48848870
2018,경북,칠곡군,여,70~79세,248,14361,1008596950
2018,경북,칠곡군,여,80~89세,512,39730,2743541100
2018,경북,칠곡군,여,90~99세,160,11716,804926310
2018,경북,칠곡군,여,100세 이상,0,0,0
2018,경북,경주시,남,0~9세,0,0,0
2018,경북,경주시,남,10~19세,0,0,0
2018,경북,경주시,남,20~29세,0,0,0
2018,경북,경주시,남,30~39세,0,0,0
2018,경북,경주시,남,40~49세,0,0,0
2018,경북,경주시,남,50~59세,15,856,64458240
2018,경북,경주시,남,60~69세,112,3927,286266520
2018,경북,경주시,남,70~79세,387,14638,1052967440
2018,경북,경주시,남,80~89세,458,32808,2446563560
2018,경북,경주시,남,90~99세,72,6583,496995660
2018,경북,경주시,남,100세 이상,0,0,0
2018,경북,경주시,여,0~9세,0,0,0
2018,경북,경주시,여,10~19세,0,0,0
2018,경북,경주시,여,20~29세,0,0,0
2018,경북,경주시,여,30~39세,0,0,0
2018,경북,경주시,여,40~49세,0,0,0
2018,경북,경주시,여,50~59세,21,296,24405300
2018,경북,경주시,여,60~69세,146,4057,318644520
2018,경북,경주시,여,70~79세,724,40066,2901289740
2018,경북,경주시,여,80~89세,1418,136742,10065111450
2018,경북,경주시,여,90~99세,414,62249,4620100620
2018,경북,경주시,여,100세 이상,12,491,35553590
2018,경북,구미시,남,0~9세,0,0,0
2018,경북,구미시,남,10~19세,0,0,0
2018,경북,구미시,남,20~29세,0,0,0
2018,경북,구미시,남,30~39세,0,0,0
2018,경북,구미시,남,40~49세,0,0,0
2018,경북,구미시,남,50~59세,27,703,47865510
2018,경북,구미시,남,60~69세,135,3122,227320290
2018,경북,구미시,남,70~79세,392,11088,809812700
2018,경북,구미시,남,80~89세,408,13296,965320490
2018,경북,구미시,남,90~99세,82,3670,264259920
2018,경북,구미시,남,100세 이상,0,0,0
2018,경북,구미시,여,0~9세,0,0,0
2018,경북,구미시,여,10~19세,0,0,0
2018,경북,구미시,여,20~29세,0,0,0
2018,경북,구미시,여,30~39세,0,0,0
2018,경북,구미시,여,40~49세,0,0,0
2018,경북,구미시,여,50~59세,23,735,56448120
2018,경북,구미시,여,60~69세,177,3540,262680280
2018,경북,구미시,여,70~79세,936,22320,1542208230
2018,경북,구미시,여,80~89세,1538,67231,4801444850
2018,경북,구미시,여,90~99세,409,25843,1852787890
2018,경북,구미시,여,100세 이상,11,768,55066810
2018,경북,김천시,남,0~9세,0,0,0
2018,경북,김천시,남,10~19세,0,0,0
2018,경북,김천시,남,20~29세,0,0,0
2018,경북,김천시,남,30~39세,0,0,0
2018,경북,김천시,남,40~49세,0,0,0
2018,경북,김천시,남,50~59세,12,934,67497510
2018,경북,김천시,남,60~69세,70,2206,156894310
2018,경북,김천시,남,70~79세,204,8511,596993060
2018,경북,김천시,남,80~89세,290,10501,744430220
2018,경북,김천시,남,90~99세,44,1270,87988120
2018,경북,김천시,남,100세 이상,0,0,0
2018,경북,김천시,여,0~9세,0,0,0
2018,경북,김천시,여,10~19세,0,0,0
2018,경북,김천시,여,20~29세,0,0,0
2018,경북,김천시,여,30~39세,0,0,0
2018,경북,김천시,여,40~49세,0,0,0
2018,경북,김천시,여,50~59세,16,425,29474490
2018,경북,김천시,여,60~69세,84,2552,179053620
2018,경북,김천시,여,70~79세,455,15098,1039997650
2018,경북,김천시,여,80~89세,849,36785,2601910180
2018,경북,김천시,여,90~99세,246,19368,1411355170
2018,경북,김천시,여,100세 이상,0,0,0
2018,경북,안동시,남,0~9세,0,0,0
2018,경북,안동시,남,10~19세,0,0,0
2018,경북,안동시,남,20~29세,0,0,0
2018,경북,안동시,남,30~39세,0,0,0
2018,경북,안동시,남,40~49세,0,0,0
2018,경북,안동시,남,50~59세,22,827,68296110
2018,경북,안동시,남,60~69세,137,4078,299077380
2018,경북,안동시,남,70~79세,575,17310,1322767900
2018,경북,안동시,남,80~89세,693,28191,2112735110
2018,경북,안동시,남,90~99세,113,7551,557983300
2018,경북,안동시,남,100세 이상,0,0,0
2018,경북,안동시,여,0~9세,0,0,0
2018,경북,안동시,여,10~19세,0,0,0
2018,경북,안동시,여,20~29세,0,0,0
2018,경북,안동시,여,30~39세,0,0,0
2018,경북,안동시,여,40~49세,0,0,0
2018,경북,안동시,여,50~59세,19,418,24540650
2018,경북,안동시,여,60~69세,194,3595,278108960
2018,경북,안동시,여,70~79세,1008,29435,2209761160
2018,경북,안동시,여,80~89세,1819,79419,5834072970
2018,경북,안동시,여,90~99세,598,40794,2961798370
2018,경북,안동시,여,100세 이상,25,1857,129982800
2018,경북,영주시,남,0~9세,0,0,0
2018,경북,영주시,남,10~19세,0,0,0
2018,경북,영주시,남,20~29세,0,0,0
2018,경북,영주시,남,30~39세,0,0,0
2018,경북,영주시,남,40~49세,0,0,0
2018,경북,영주시,남,50~59세,0,0,0
2018,경북,영주시,남,60~69세,34,1943,138631970
2018,경북,영주시,남,70~79세,186,6156,433069330
2018,경북,영주시,남,80~89세,231,9043,648713270
2018,경북,영주시,남,90~99세,74,4073,297127520
2018,경북,영주시,남,100세 이상,0,0,0
2018,경북,영주시,여,0~9세,0,0,0
2018,경북,영주시,여,10~19세,0,0,0
2018,경북,영주시,여,20~29세,0,0,0
2018,경북,영주시,여,30~39세,0,0,0
2018,경북,영주시,여,40~49세,0,0,0
2018,경북,영주시,여,50~59세,0,0,0
2018,경북,영주시,여,60~69세,51,725,49407510
2018,경북,영주시,여,70~79세,322,8060,556883480
2018,경북,영주시,여,80~89세,683,34884,2521641030
2018,경북,영주시,여,90~99세,217,15872,1162573580
2018,경북,영주시,여,100세 이상,0,0,0
2018,경북,영천시,남,0~9세,0,0,0
2018,경북,영천시,남,10~19세,0,0,0
2018,경북,영천시,남,20~29세,0,0,0
2018,경북,영천시,남,30~39세,0,0,0
2018,경북,영천시,남,40~49세,0,0,0
2018,경북,영천시,남,50~59세,10,179,13830610
2018,경북,영천시,남,60~69세,74,1646,123666400
2018,경북,영천시,남,70~79세,275,5940,435817580
2018,경북,영천시,남,80~89세,279,7767,556109290
2018,경북,영천시,남,90~99세,21,236,16486010
2018,경북,영천시,남,100세 이상,0,0,0
2018,경북,영천시,여,0~9세,0,0,0
2018,경북,영천시,여,10~19세,0,0,0
2018,경북,영천시,여,20~29세,0,0,0
2018,경북,영천시,여,30~39세,0,0,0
2018,경북,영천시,여,40~49세,0,0,0
2018,경북,영천시,여,50~59세,10,397,29530830
2018,경북,영천시,여,60~69세,76,789,56973250
2018,경북,영천시,여,70~79세,476,10088,693487090
2018,경북,영천시,여,80~89세,726,33613,2424735120
2018,경북,영천시,여,90~99세,126,9258,691819480
2018,경북,영천시,여,100세 이상,0,0,0
2018,경북,포항남구,남,0~9세,0,0,0
2018,경북,포항남구,남,10~19세,0,0,0
2018,경북,포항남구,남,20~29세,0,0,0
2018,경북,포항남구,남,30~39세,0,0,0
2018,경북,포항남구,남,40~49세,0,0,0
2018,경북,포항남구,남,50~59세,19,168,13224300
2018,경북,포항남구,남,60~69세,129,1830,130116320
2018,경북,포항남구,남,70~79세,410,5267,378602910
2018,경북,포항남구,남,80~89세,293,8204,585649810
2018,경북,포항남구,남,90~99세,34,1572,121493800
2018,경북,포항남구,남,100세 이상,0,0,0
2018,경북,포항남구,여,0~9세,0,0,0
2018,경북,포항남구,여,10~19세,0,0,0
2018,경북,포항남구,여,20~29세,0,0,0
2018,경북,포항남구,여,30~39세,0,0,0
2018,경북,포항남구,여,40~49세,0,0,0
2018,경북,포항남구,여,50~59세,29,147,12424310
2018,경북,포항남구,여,60~69세,181,1868,161547530
2018,경북,포항남구,여,70~79세,772,14077,1013957350
2018,경북,포항남구,여,80~89세,1104,50633,3719970910
2018,경북,포항남구,여,90~99세,228,17888,1319706830
2018,경북,포항남구,여,100세 이상,0,0,0
2018,경북,포항북구,남,0~9세,0,0,0
2018,경북,포항북구,남,10~19세,0,0,0
2018,경북,포항북구,남,20~29세,0,0,0
2018,경북,포항북구,남,30~39세,0,0,0
2018,경북,포항북구,남,40~49세,0,0,0
2018,경북,포항북구,남,50~59세,16,2545,185218750
2018,경북,포항북구,남,60~69세,99,9958,742549620
2018,경북,포항북구,남,70~79세,371,29177,2123074200
2018,경북,포항북구,남,80~89세,465,48116,3521711220
2018,경북,포항북구,남,90~99세,102,15390,1142605530
2018,경북,포항북구,남,100세 이상,0,0,0
2018,경북,포항북구,여,0~9세,0,0,0
2018,경북,포항북구,여,10~19세,0,0,0
2018,경북,포항북구,여,20~29세,0,0,0
2018,경북,포항북구,여,30~39세,0,0,0
2018,경북,포항북구,여,40~49세,0,0,0
2018,경북,포항북구,여,50~59세,18,1290,94768190
2018,경북,포항북구,여,60~69세,84,5337,407124740
2018,경북,포항북구,여,70~79세,629,48283,3565089010
2018,경북,포항북구,여,80~89세,1665,225710,16790960780
2018,경북,포항북구,여,90~99세,567,92705,6882122710
2018,경북,포항북구,여,100세 이상,15,1880,141648640
2018,경북,문경시,남,0~9세,0,0,0
2018,경북,문경시,남,10~19세,0,0,0
2018,경북,문경시,남,20~29세,0,0,0
2018,경북,문경시,남,30~39세,0,0,0
2018,경북,문경시,남,40~49세,0,0,0
2018,경북,문경시,남,50~59세,0,0,0
2018,경북,문경시,남,60~69세,41,1571,151249540
2018,경북,문경시,남,70~79세,186,2391,164956030
2018,경북,문경시,남,80~89세,243,3762,251210240
2018,경북,문경시,남,90~99세,46,1143,80817640
2018,경북,문경시,남,100세 이상,0,0,0
2018,경북,문경시,여,0~9세,0,0,0
2018,경북,문경시,여,10~19세,0,0,0
2018,경북,문경시,여,20~29세,0,0,0
2018,경북,문경시,여,30~39세,0,0,0
2018,경북,문경시,여,40~49세,0,0,0
2018,경북,문경시,여,50~59세,0,0,0
2018,경북,문경시,여,60~69세,56,1117,79481880
2018,경북,문경시,여,70~79세,306,4117,273280780
2018,경북,문경시,여,80~89세,656,14376,960899280
2018,경북,문경시,여,90~99세,210,5061,340407850
2018,경북,문경시,여,100세 이상,0,0,0
2018,경북,상주시,남,0~9세,0,0,0
2018,경북,상주시,남,10~19세,0,0,0
2018,경북,상주시,남,20~29세,0,0,0
2018,경북,상주시,남,30~39세,0,0,0
2018,경북,상주시,남,40~49세,0,0,0
2018,경북,상주시,남,50~59세,0,0,0
2018,경북,상주시,남,60~69세,40,1003,68834730
2018,경북,상주시,남,70~79세,85,3634,261632490
2018,경북,상주시,남,80~89세,140,6364,472351980
2018,경북,상주시,남,90~99세,39,1712,121864660
2018,경북,상주시,남,100세 이상,0,0,0
2018,경북,상주시,여,0~9세,0,0,0
2018,경북,상주시,여,10~19세,0,0,0
2018,경북,상주시,여,20~29세,0,0,0
2018,경북,상주시,여,30~39세,0,0,0
2018,경북,상주시,여,40~49세,0,0,0
2018,경북,상주시,여,50~59세,0,0,0
2018,경북,상주시,여,60~69세,20,778,52467310
2018,경북,상주시,여,70~79세,169,5555,395397210
2018,경북,상주시,여,80~89세,401,22906,1702010620
2018,경북,상주시,여,90~99세,136,11574,864733800
2018,경북,상주시,여,100세 이상,0,0,0
2018,경북,경산시,남,0~9세,0,0,0
2018,경북,경산시,남,10~19세,0,0,0
2018,경북,경산시,남,20~29세,0,0,0
2018,경북,경산시,남,30~39세,0,0,0
2018,경북,경산시,남,40~49세,0,0,0
2018,경북,경산시,남,50~59세,24,842,62100910
2018,경북,경산시,남,60~69세,147,4602,319475720
2018,경북,경산시,남,70~79세,496,15951,1134268490
2018,경북,경산시,남,80~89세,605,25389,1870002010
2018,경북,경산시,남,90~99세,111,4922,354030550
2018,경북,경산시,남,100세 이상,0,0,0
2018,경북,경산시,여,0~9세,0,0,0
2018,경북,경산시,여,10~19세,0,0,0
2018,경북,경산시,여,20~29세,0,0,0
2018,경북,경산시,여,30~39세,0,0,0
2018,경북,경산시,여,40~49세,0,0,0
2018,경북,경산시,여,50~59세,17,487,31320480
2018,경북,경산시,여,60~69세,206,4550,339507110
2018,경북,경산시,여,70~79세,913,28443,2019463060
2018,경북,경산시,여,80~89세,1648,91260,6674819340
2018,경북,경산시,여,90~99세,415,35839,2620909030
2018,경북,경산시,여,100세 이상,14,726,49730790
2018,경남,거창군,남,0~9세,0,0,0
2018,경남,거창군,남,10~19세,0,0,0
2018,경남,거창군,남,20~29세,0,0,0
2018,경남,거창군,남,30~39세,0,0,0
2018,경남,거창군,남,40~49세,0,0,0
2018,경남,거창군,남,50~59세,0,0,0
2018,경남,거창군,남,60~69세,19,419,28401980
2018,경남,거창군,남,70~79세,90,2366,153419020
2018,경남,거창군,남,80~89세,194,8082,547397550
2018,경남,거창군,남,90~99세,45,1297,83050700
2018,경남,거창군,남,100세 이상,0,0,0
2018,경남,거창군,여,0~9세,0,0,0
2018,경남,거창군,여,10~19세,0,0,0
2018,경남,거창군,여,20~29세,0,0,0
2018,경남,거창군,여,30~39세,0,0,0
2018,경남,거창군,여,40~49세,0,0,0
2018,경남,거창군,여,50~59세,0,0,0
2018,경남,거창군,여,60~69세,30,504,30658750
2018,경남,거창군,여,70~79세,269,7567,504422460
2018,경남,거창군,여,80~89세,613,25284,1697999550
2018,경남,거창군,여,90~99세,195,10882,755670270
2018,경남,거창군,여,100세 이상,0,0,0
2018,경남,고성군,남,0~9세,0,0,0
2018,경남,고성군,남,10~19세,0,0,0
2018,경남,고성군,남,20~29세,0,0,0
2018,경남,고성군,남,30~39세,0,0,0
2018,경남,고성군,남,40~49세,0,0,0
2018,경남,고성군,남,50~59세,0,0,0
2018,경남,고성군,남,60~69세,32,1940,142655220
2018,경남,고성군,남,70~79세,131,5711,409951310
2018,경남,고성군,남,80~89세,176,11199,804568250
2018,경남,고성군,남,90~99세,32,1476,97825150
2018,경남,고성군,남,100세 이상,0,0,0
2018,경남,고성군,여,0~9세,0,0,0
2018,경남,고성군,여,10~19세,0,0,0
2018,경남,고성군,여,20~29세,0,0,0
2018,경남,고성군,여,30~39세,0,0,0
2018,경남,고성군,여,40~49세,0,0,0
2018,경남,고성군,여,50~59세,0,0,0
2018,경남,고성군,여,60~69세,46,766,53532930
2018,경남,고성군,여,70~79세,344,7766,537750500
2018,경남,고성군,여,80~89세,629,35333,2544941240
2018,경남,고성군,여,90~99세,121,12332,896968650
2018,경남,고성군,여,100세 이상,0,0,0
2018,경남,남해군,남,0~9세,0,0,0
2018,경남,남해군,남,10~19세,0,0,0
2018,경남,남해군,남,20~29세,0,0,0
2018,경남,남해군,남,30~39세,0,0,0
2018,경남,남해군,남,40~49세,0,0,0
2018,경남,남해군,남,50~59세,0,0,0
2018,경남,남해군,남,60~69세,15,77,4303770
2018,경남,남해군,남,70~79세,94,1580,86196470
2018,경남,남해군,남,80~89세,147,2098,110537760
2018,경남,남해군,남,90~99세,26,1044,64470480
2018,경남,남해군,남,100세 이상,0,0,0
2018,경남,남해군,여,0~9세,0,0,0
2018,경남,남해군,여,10~19세,0,0,0
2018,경남,남해군,여,20~29세,0,0,0
2018,경남,남해군,여,30~39세,0,0,0
2018,경남,남해군,여,40~49세,0,0,0
2018,경남,남해군,여,50~59세,0,0,0
2018,경남,남해군,여,60~69세,39,279,15654710
2018,경남,남해군,여,70~79세,227,2231,108341260
2018,경남,남해군,여,80~89세,451,10718,607203950
2018,경남,남해군,여,90~99세,124,5514,343581230
2018,경남,남해군,여,100세 이상,0,0,0
2018,경남,산청군,남,0~9세,0,0,0
2018,경남,산청군,남,10~19세,0,0,0
2018,경남,산청군,남,20~29세,0,0,0
2018,경남,산청군,남,30~39세,0,0,0
2018,경남,산청군,남,40~49세,0,0,0
2018,경남,산청군,남,50~59세,0,0,0
2018,경남,산청군,남,60~69세,0,0,0
2018,경남,산청군,남,70~79세,43,148,1528910
2018,경남,산청군,남,80~89세,56,182,1704310
2018,경남,산청군,남,90~99세,0,0,0
2018,경남,산청군,남,100세 이상,0,0,0
2018,경남,산청군,여,0~9세,0,0,0
2018,경남,산청군,여,10~19세,0,0,0
2018,경남,산청군,여,20~29세,0,0,0
2018,경남,산청군,여,30~39세,0,0,0
2018,경남,산청군,여,40~49세,0,0,0
2018,경남,산청군,여,50~59세,0,0,0
2018,경남,산청군,여,60~69세,14,77,779460
2018,경남,산청군,여,70~79세,69,239,2804420
2018,경남,산청군,여,80~89세,204,740,7487540
2018,경남,산청군,여,90~99세,44,133,1259380
2018,경남,산청군,여,100세 이상,0,0,0
2018,경남,의령군,남,0~9세,0,0,0
2018,경남,의령군,남,10~19세,0,0,0
2018,경남,의령군,남,20~29세,0,0,0
2018,경남,의령군,남,30~39세,0,0,0
2018,경남,의령군,남,40~49세,0,0,0
2018,경남,의령군,남,50~59세,0,0,0
2018,경남,의령군,남,60~69세,22,1646,110622550
2018,경남,의령군,남,70~79세,64,3325,233531810
2018,경남,의령군,남,80~89세,82,6366,437631220
2018,경남,의령군,남,90~99세,18,2013,142907070
2018,경남,의령군,남,100세 이상,0,0,0
2018,경남,의령군,여,0~9세,0,0,0
2018,경남,의령군,여,10~19세,0,0,0
2018,경남,의령군,여,20~29세,0,0,0
2018,경남,의령군,여,30~39세,0,0,0
2018,경남,의령군,여,40~49세,0,0,0
2018,경남,의령군,여,50~59세,0,0,0
2018,경남,의령군,여,60~69세,16,704,47127890
2018,경남,의령군,여,70~79세,117,4936,324763590
2018,경남,의령군,여,80~89세,318,26438,1888549680
2018,경남,의령군,여,90~99세,78,9266,674707950
2018,경남,의령군,여,100세 이상,0,0,0
2018,경남,창녕군,남,0~9세,0,0,0
2018,경남,창녕군,남,10~19세,0,0,0
2018,경남,창녕군,남,20~29세,0,0,0
2018,경남,창녕군,남,30~39세,0,0,0
2018,경남,창녕군,남,40~49세,0,0,0
2018,경남,창녕군,남,50~59세,0,0,0
2018,경남,창녕군,남,60~69세,31,3083,222664260
2018,경남,창녕군,남,70~79세,89,5683,387317940
2018,경남,창녕군,남,80~89세,133,9364,697645460
2018,경남,창녕군,남,90~99세,26,2704,194832580
2018,경남,창녕군,남,100세 이상,0,0,0
2018,경남,창녕군,여,0~9세,0,0,0
2018,경남,창녕군,여,10~19세,0,0,0
2018,경남,창녕군,여,20~29세,0,0,0
2018,경남,창녕군,여,30~39세,0,0,0
2018,경남,창녕군,여,40~49세,0,0,0
2018,경남,창녕군,여,50~59세,0,0,0
2018,경남,창녕군,여,60~69세,21,1285,94396490
2018,경남,창녕군,여,70~79세,210,15735,1121165390
2018,경남,창녕군,여,80~89세,489,53865,3870306020
2018,경남,창녕군,여,90~99세,126,20278,1458203840
2018,경남,창녕군,여,100세 이상,0,0,0
2018,경남,하동군,남,0~9세,0,0,0
2018,경남,하동군,남,10~19세,0,0,0
2018,경남,하동군,남,20~29세,0,0,0
2018,경남,하동군,남,30~39세,0,0,0
2018,경남,하동군,남,40~49세,0,0,0
2018,경남,하동군,남,50~59세,0,0,0
2018,경남,하동군,남,60~69세,22,390,28591730
2018,경남,하동군,남,70~79세,116,1010,71995230
2018,경남,하동군,남,80~89세,144,1874,130080270
2018,경남,하동군,남,90~99세,22,548,39392410
2018,경남,하동군,남,100세 이상,0,0,0
2018,경남,하동군,여,0~9세,0,0,0
2018,경남,하동군,여,10~19세,0,0,0
2018,경남,하동군,여,20~29세,0,0,0
2018,경남,하동군,여,30~39세,0,0,0
2018,경남,하동군,여,40~49세,0,0,0
2018,경남,하동군,여,50~59세,0,0,0
2018,경남,하동군,여,60~69세,36,208,14185820
2018,경남,하동군,여,70~79세,263,2277,158302700
2018,경남,하동군,여,80~89세,419,5841,407838930
2018,경남,하동군,여,90~99세,87,1905,127286590
2018,경남,하동군,여,100세 이상,0,0,0
2018,경남,함안군,남,0~9세,0,0,0
2018,경남,함안군,남,10~19세,0,0,0
2018,경남,함안군,남,20~29세,0,0,0
2018,경남,함안군,남,30~39세,0,0,0
2018,경남,함안군,남,40~49세,0,0,0
2018,경남,함안군,남,50~59세,0,0,0
2018,경남,함안군,남,60~69세,24,875,71130410
2018,경남,함안군,남,70~79세,117,3804,269736820
2018,경남,함안군,남,80~89세,156,7641,578726670
2018,경남,함안군,남,90~99세,24,1501,113416000
2018,경남,함안군,남,100세 이상,0,0,0
2018,경남,함안군,여,0~9세,0,0,0
2018,경남,함안군,여,10~19세,0,0,0
2018,경남,함안군,여,20~29세,0,0,0
2018,경남,함안군,여,30~39세,0,0,0
2018,경남,함안군,여,40~49세,0,0,0
2018,경남,함안군,여,50~59세,0,0,0
2018,경남,함안군,여,60~69세,31,139,7068720
2018,경남,함안군,여,70~79세,401,10517,719296390
2018,경남,함안군,여,80~89세,670,37538,2675497400
2018,경남,함안군,여,90~99세,122,15010,1094117540
2018,경남,함안군,여,100세 이상,0,0,0
2018,경남,함양군,남,0~9세,0,0,0
2018,경남,함양군,남,10~19세,0,0,0
2018,경남,함양군,남,20~29세,0,0,0
2018,경남,함양군,남,30~39세,0,0,0
2018,경남,함양군,남,40~49세,0,0,0
2018,경남,함양군,남,50~59세,0,0,0
2018,경남,함양군,남,60~69세,15,64,5091810
2018,경남,함양군,남,70~79세,77,292,15414890
2018,경남,함양군,남,80~89세,126,695,45226630
2018,경남,함양군,남,90~99세,28,130,7611510
2018,경남,함양군,남,100세 이상,0,0,0
2018,경남,함양군,여,0~9세,0,0,0
2018,경남,함양군,여,10~19세,0,0,0
2018,경남,함양군,여,20~29세,0,0,0
2018,경남,함양군,여,30~39세,0,0,0
2018,경남,함양군,여,40~49세,0,0,0
2018,경남,함양군,여,50~59세,0,0,0
2018,경남,함양군,여,60~69세,19,51,2960560
2018,경남,함양군,여,70~79세,190,933,55796270
2018,경남,함양군,여,80~89세,335,1894,104647560
2018,경남,함양군,여,90~99세,62,281,15451940
2018,경남,함양군,여,100세 이상,0,0,0
2018,경남,합천군,남,0~9세,0,0,0
2018,경남,합천군,남,10~19세,0,0,0
2018,경남,합천군,남,20~29세,0,0,0
2018,경남,합천군,남,30~39세,0,0,0
2018,경남,합천군,남,40~49세,0,0,0
2018,경남,합천군,남,50~59세,0,0,0
2018,경남,합천군,남,60~69세,16,233,11797710
2018,경남,합천군,남,70~79세,129,1653,95472470
2018,경남,합천군,남,80~89세,156,4737,320154600
2018,경남,합천군,남,90~99세,23,706,64644400
2018,경남,합천군,남,100세 이상,0,0,0
2018,경남,합천군,여,0~9세,0,0,0
2018,경남,합천군,여,10~19세,0,0,0
2018,경남,합천군,여,20~29세,0,0,0
2018,경남,합천군,여,30~39세,0,0,0
2018,경남,합천군,여,40~49세,0,0,0
2018,경남,합천군,여,50~59세,0,0,0
2018,경남,합천군,여,60~69세,39,392,23646450
2018,경남,합천군,여,70~79세,259,5147,325201120
2018,경남,합천군,여,80~89세,451,12336,756335690
2018,경남,합천군,여,90~99세,119,5489,349391520
2018,경남,합천군,여,100세 이상,0,0,0
2018,경남,김해시,남,0~9세,0,0,0
2018,경남,김해시,남,10~19세,0,0,0
2018,경남,김해시,남,20~29세,0,0,0
2018,경남,김해시,남,30~39세,0,0,0
2018,경남,김해시,남,40~49세,0,0,0
2018,경남,김해시,남,50~59세,27,949,72159120
2018,경남,김해시,남,60~69세,126,11872,844517910
2018,경남,김해시,남,70~79세,486,40369,2932320400
2018,경남,김해시,남,80~89세,571,53053,3895662340
2018,경남,김해시,남,90~99세,87,11544,850477610
2018,경남,김해시,남,100세 이상,0,0,0
