년도,시도,시군구,성별,환자수,입내원일수,요양급여비용
2019, 경북 , 김천시 , 남 ,654,21695,1548085870
2019, 경북 , 김천시 , 여 ,1666,71014,5146933240
2019, 경북 , 안동시 , 남 ,1555,56152,4355591340
2019, 경북 , 안동시 , 여 ,3573,170821,12915939970
2019, 경북 , 영주시 , 남 ,599,20761,1549486860
2019, 경북 , 영주시 , 여 ,1413,60324,4492483480
2019, 경북 , 영천시 , 남 ,660,13875,1034157360
2019, 경북 , 영천시 , 여 ,1403,52681,3907273220
2019, 경북 , 포항남구 , 남 ,1000,20136,1554115970
2019, 경북 , 포항남구 , 여 ,2498,92445,6805881860
2019, 경북 , 포항북구 , 남 ,1082,118574,8999113450
2019, 경북 , 포항북구 , 여 ,2948,402880,30720069730
2019, 경북 , 문경시 , 남 ,561,7351,502510660
2019, 경북 , 문경시 , 여 ,1302,25749,1682641380
2019, 경북 , 상주시 , 남 ,352,10603,772631290
2019, 경북 , 상주시 , 여 ,797,35669,2640835810
2019, 경북 , 경산시 , 남 ,1442,51069,3741294860
2019, 경북 , 경산시 , 여 ,3443,161962,11819757210
2019, 경남 , 거창군 , 남 ,426,10066,661605610
2019, 경남 , 거창군 , 여 ,1182,50364,3531930940
2019, 경남 , 고성군 , 남 ,382,19673,1455454100
2019, 경남 , 고성군 , 여 ,1192,64961,4756677530
2019, 경남 , 남해군 , 남 ,331,5640,376756830
2019, 경남 , 남해군 , 여 ,920,18555,1179035370
2019, 경남 , 산청군 , 남 ,105,666,21647850
2019, 경남 , 산청군 , 여 ,344,2472,75174820
2019, 경남 , 의령군 , 남 ,147,10316,733181600
2019, 경남 , 의령군 , 여 ,492,37766,2734093940
2019, 경남 , 창녕군 , 남 ,279,19099,1424440840
2019, 경남 , 창녕군 , 여 ,798,78514,5916155130
2019, 경남 , 하동군 , 남 ,295,4800,311085060
2019, 경남 , 하동군 , 여 ,883,13533,829361210
2019, 경남 , 함안군 , 남 ,319,21850,1611303080
2019, 경남 , 함안군 , 여 ,1126,79179,5865392730
2019, 경남 , 함양군 , 남 ,292,1578,116128750
2019, 경남 , 함양군 , 여 ,868,4831,333569870
2019, 경남 , 합천군 , 남 ,349,9117,600000410
2019, 경남 , 합천군 , 여 ,951,32194,2154676760
2019, 경남 , 김해시 , 남 ,1415,124896,9484711310
2019, 경남 , 김해시 , 여 ,4178,543780,41440661230
2019, 경남 , 사천시 , 남 ,507,23621,1711423900
2019, 경남 , 사천시 , 여 ,1648,84304,6079183330
2019, 경남 , 진주시 , 남 ,1451,34434,2537460200
2019, 경남 , 진주시 , 여 ,3861,109437,7919853070
2019, 경남 , 창원마산회원구 , 남 ,877,28376,2115205440
2019, 경남 , 창원마산회원구 , 여 ,2457,165668,12362298940
2019, 경남 , 창원마산합포구 , 남 ,1218,56170,4346904260
2019, 경남 , 창원마산합포구 , 여 ,3034,217159,15908979570
2019, 경남 , 창원진해구 , 남 ,574,27524,1910302830
2019, 경남 , 창원진해구 , 여 ,1521,126162,9101494570
2019, 경남 , 창원의창구 , 남 ,847,50042,3916407680
2019, 경남 , 창원의창구 , 여 ,2620,221529,16943775750
2019, 경남 , 창원성산구 , 남 ,299,3503,333404630
2019, 경남 , 창원성산구 , 여 ,805,13939,1198199050
2019, 경남 , 통영시 , 남 ,623,17380,1333177130
2019, 경남 , 통영시 , 여 ,1537,65209,4950552710
2019, 경남 , 밀양시 , 남 ,486,15817,1115695480
2019, 경남 , 밀양시 , 여 ,1377,58239,4107289930
2019, 경남 , 거제시 , 남 ,359,8424,651530770
2019, 경남 , 거제시 , 여 ,1059,38570,2870045710
2019, 경남 , 양산시 , 남 ,1164,78472,5969651780
2019, 경남 , 양산시 , 여 ,2596,237262,17415664740
2019, 제주 , 서귀포시 , 남 ,460,3025,91854860
2019, 제주 , 서귀포시 , 여 ,1388,9979,304893270
2019, 제주 , 제주시 , 남 ,1479,22123,1660469150
2019, 제주 , 제주시 , 여 ,3986,62832,4489537740
2019, 세종 , 세종시 , 남 ,445,15835,1103605270
2019, 세종 , 세종시 , 여 ,1150,56792,4062402860
2020, 서울 , 강남구 , 남 ,1275,7009,836466150
2020, 서울 , 강남구 , 여 ,2723,20686,1999176440
2020, 서울 , 강동구 , 남 ,2449,30857,2927500370
2020, 서울 , 강동구 , 여 ,3341,51689,4722168100
2020, 서울 , 강서구 , 남 ,748,9935,841559580
2020, 서울 , 강서구 , 여 ,2075,47360,3578645160
2020, 서울 , 관악구 , 남 ,331,5476,394945890
2020, 서울 , 관악구 , 여 ,870,17869,1270734420
2020, 서울 , 구로구 , 남 ,783,18806,1639984210
2020, 서울 , 구로구 , 여 ,2016,58250,4711034970
2020, 서울 , 도봉구 , 남 ,983,15826,1184260280
2020, 서울 , 도봉구 , 여 ,2025,47448,3655711890
2020, 서울 , 동대문구 , 남 ,1103,17554,1698960360
2020, 서울 , 동대문구 , 여 ,2252,50013,4587982320
2020, 서울 , 동작구 , 남 ,1065,8163,667455710
2020, 서울 , 동작구 , 여 ,2343,30557,2474627460
2020, 서울 , 마포구 , 남 ,236,2925,182057280
2020, 서울 , 마포구 , 여 ,607,9829,658645360
2020, 서울 , 서대문구 , 남 ,1263,11330,1074779800
2020, 서울 , 서대문구 , 여 ,2386,32770,2761507090
2020, 서울 , 성동구 , 남 ,637,7615,667898560
2020, 서울 , 성동구 , 여 ,1387,25559,2173863930
2020, 서울 , 성북구 , 남 ,731,8230,712267680
2020, 서울 , 성북구 , 여 ,1499,38346,3137528950
2020, 서울 , 영등포구 , 남 ,1367,23672,2210566630
2020, 서울 , 영등포구 , 여 ,3115,82354,7093593070
2020, 서울 , 용산구 , 남 ,295,1214,99036490
2020, 서울 , 용산구 , 여 ,724,3015,164263910
2020, 서울 , 은평구 , 남 ,1241,23180,2096427150
2020, 서울 , 은평구 , 여 ,2907,70155,6212622520
2020, 서울 , 종로구 , 남 ,1425,5458,552432150
2020, 서울 , 종로구 , 여 ,2970,11827,1093555500
2020, 서울 , 중구 , 남 ,319,1609,143984290
2020, 서울 , 중구 , 여 ,602,2477,140509510
2020, 서울 , 송파구 , 남 ,784,16892,1334061880
2020, 서울 , 송파구 , 여 ,1855,59030,4619365930
2020, 서울 , 중랑구 , 남 ,944,5394,359204590
2020, 서울 , 중랑구 , 여 ,2060,18240,1130170730
2020, 서울 , 양천구 , 남 ,786,6023,487857600
2020, 서울 , 양천구 , 여 ,2048,19346,1436884870
2020, 서울 , 서초구 , 남 ,965,6337,653181370
2020, 서울 , 서초구 , 여 ,2294,31424,2854574900
2020, 서울 , 노원구 , 남 ,1198,12201,1062167260
2020, 서울 , 노원구 , 여 ,3174,41750,3507571120
2020, 서울 , 광진구 , 남 ,1031,7582,679752860
2020, 서울 , 광진구 , 여 ,2364,24968,2020271330
2020, 서울 , 강북구 , 남 ,479,8985,658681870
2020, 서울 , 강북구 , 여 ,1277,46587,3580271990
2020, 서울 , 금천구 , 남 ,374,16038,1844764590
2020, 서울 , 금천구 , 여 ,998,47744,5421775540
2020, 부산 , 부산남구 , 남 ,596,43979,3571045250
2020, 부산 , 부산남구 , 여 ,1533,167889,13562592520
2020, 부산 , 부산동구 , 남 ,785,24410,1903651300
2020, 부산 , 부산동구 , 여 ,1878,93136,7287813910
2020, 부산 , 부산동래구 , 남 ,1065,72532,5953322730
2020, 부산 , 부산동래구 , 여 ,3056,288542,23132525740
2020, 부산 , 부산진구 , 남 ,1455,46268,3822558040
2020, 부산 , 부산진구 , 여 ,3638,248955,20060463820
2020, 부산 , 부산북구 , 남 ,717,57047,4441532540
2020, 부산 , 부산북구 , 여 ,2276,245834,19192792640
2020, 부산 , 부산서구 , 남 ,1490,31761,2782020450
2020, 부산 , 부산서구 , 여 ,3118,110707,8955155460
2020, 부산 , 부산영도구 , 남 ,468,25608,2044532920
2020, 부산 , 부산영도구 , 여 ,1167,110911,8806565720
2020, 부산 , 부산중구 , 남 ,273,20817,1734470250
2020, 부산 , 부산중구 , 여 ,695,66229,5389925970
2020, 부산 , 부산해운대구 , 남 ,1140,55235,4474244440
2020, 부산 , 부산해운대구 , 여 ,2809,198605,16050051510
2020, 부산 , 부산사하구 , 남 ,937,100132,7792630310
2020, 부산 , 부산사하구 , 여 ,2649,393157,30717988020
2020, 부산 , 부산금정구 , 남 ,698,75084,6133198650
2020, 부산 , 부산금정구 , 여 ,1977,332241,26681963450
2020, 부산 , 부산강서구 , 남 ,35,176,3140630
2020, 부산 , 부산강서구 , 여 ,106,476,8753910
2020, 부산 , 부산연제구 , 남 ,703,68949,5572334480
2020, 부산 , 부산연제구 , 여 ,1815,260089,20824801770
2020, 부산 , 부산수영구 , 남 ,824,52389,4220658920
2020, 부산 , 부산수영구 , 여 ,2276,239444,19019124020
2020, 부산 , 부산사상구 , 남 ,1212,76765,6108860300
2020, 부산 , 부산사상구 , 여 ,1768,260292,20759792430
2020, 부산 , 부산기장군 , 남 ,403,17883,1394496570
2020, 부산 , 부산기장군 , 여 ,1111,90214,6864994230
2020, 인천 , 인천미추홀구 , 남 ,1198,36995,2932522620
2020, 인천 , 인천미추홀구 , 여 ,2736,131209,10256399570
2020, 인천 , 인천동구 , 남 ,500,3171,140276160
2020, 인천 , 인천동구 , 여 ,1034,7821,226654880
2020, 인천 , 인천부평구 , 남 ,1113,17447,1344914080
2020, 인천 , 인천부평구 , 여 ,2817,61811,4593953040
2020, 인천 , 인천중구 , 남 ,648,12144,984386370
2020, 인천 , 인천중구 , 여 ,1660,46601,3727019740
2020, 인천 , 인천서구 , 남 ,1291,41106,3237479330
2020, 인천 , 인천서구 , 여 ,3287,91036,6934061320
2020, 인천 , 인천남동구 , 남 ,1575,52764,4238333670
2020, 인천 , 인천남동구 , 여 ,4175,122778,9464018000
2020, 인천 , 인천연수구 , 남 ,399,16014,1294202710
2020, 인천 , 인천연수구 , 여 ,1140,57274,4596059980
2020, 인천 , 인천계양구 , 남 ,878,34414,2776448180
2020, 인천 , 인천계양구 , 여 ,2260,84536,6354731950
2020, 인천 , 인천강화군 , 남 ,838,12134,818319070
2020, 인천 , 인천강화군 , 여 ,2133,29805,1780348830
2020, 인천 , 인천옹진군 , 남 ,0,0,0
2020, 인천 , 인천옹진군 , 여 ,22,74,5502760
2020, 대구 , 대구남구 , 남 ,1194,30441,2454009890
2020, 대구 , 대구남구 , 여 ,3140,119145,9467757510
2020, 대구 , 대구동구 , 남 ,1548,31774,2314037440
2020, 대구 , 대구동구 , 여 ,4064,113285,8219069670
2020, 대구 , 대구북구 , 남 ,1252,38275,2995826180
2020, 대구 , 대구북구 , 여 ,3535,108338,8285103340
2020, 대구 , 대구서구 , 남 ,737,29997,2345173400
2020, 대구 , 대구서구 , 여 ,2137,119996,9283952020
2020, 대구 , 대구수성구 , 남 ,1013,33041,2652183830
2020, 대구 , 대구수성구 , 여 ,2713,126925,10198315800
2020, 대구 , 대구중구 , 남 ,907,6374,468857530
2020, 대구 , 대구중구 , 여 ,1958,27547,2024677060
2020, 대구 , 대구달서구 , 남 ,2323,50900,3936437020
2020, 대구 , 대구달서구 , 여 ,4985,179633,13695280820
2020, 대구 , 대구달성군 , 남 ,376,32884,2600326260
2020, 대구 , 대구달성군 , 여 ,1291,134019,10439906660
2020, 광주 , 광주동구 , 남 ,1079,49130,4240107390
2020, 광주 , 광주동구 , 여 ,2499,182588,14688421130
2020, 광주 , 광주북구 , 남 ,2169,132899,11141995330
2020, 광주 , 광주북구 , 여 ,5848,478998,38703217160
2020, 광주 , 광주서구 , 남 ,601,29391,2403600990
2020, 광주 , 광주서구 , 여 ,1646,143966,11724498790
2020, 광주 , 광주광산구 , 남 ,1885,123656,9951395160
2020, 광주 , 광주광산구 , 여 ,4050,440819,35373452770
2020, 광주 , 광주남구 , 남 ,795,59924,4794192740
2020, 광주 , 광주남구 , 여 ,2177,237171,19073872630
2020, 대전 , 대전유성구 , 남 ,685,31410,2463896080
2020, 대전 , 대전유성구 , 여 ,1829,114216,8965349220
2020, 대전 , 대전대덕구 , 남 ,1126,11346,810398610
2020, 대전 , 대전대덕구 , 여 ,1490,28130,1968923740
2020, 대전 , 대전서구 , 남 ,1401,32625,2492390970
2020, 대전 , 대전서구 , 여 ,3890,137840,10233749050
2020, 대전 , 대전동구 , 남 ,946,52219,4063306310
2020, 대전 , 대전동구 , 여 ,2587,213569,16478877790
2020, 대전 , 대전중구 , 남 ,1648,39158,3247539410
2020, 대전 , 대전중구 , 여 ,3724,114795,9052978710
2020, 울산 , 울산남구 , 남 ,1127,60887,4860633600
2020, 울산 , 울산남구 , 여 ,3211,274556,21160483070
2020, 울산 , 울산동구 , 남 ,389,20617,1605065390
2020, 울산 , 울산동구 , 여 ,1000,87830,6715920200
2020, 울산 , 울산중구 , 남 ,661,15387,1194115310
2020, 울산 , 울산중구 , 여 ,1585,73141,5659424770
2020, 울산 , 울산북구 , 남 ,285,15809,1172906520
2020, 울산 , 울산북구 , 여 ,927,66130,4975871260
2020, 울산 , 울산울주군 , 남 ,381,38603,3122821690
2020, 울산 , 울산울주군 , 여 ,1209,141126,11365313980
2020, 경기 , 가평군 , 남 ,265,3875,249783570
2020, 경기 , 가평군 , 여 ,478,2370,134577620
2020, 경기 , 양평군 , 남 ,661,12295,892549980
2020, 경기 , 양평군 , 여 ,1454,36196,2350262010
2020, 경기 , 연천군 , 남 ,174,1136,63050580
2020, 경기 , 연천군 , 여 ,399,2604,132684250
2020, 경기 , 광명시 , 남 ,781,13340,1082749760
2020, 경기 , 광명시 , 여 ,1601,42580,3433491970
2020, 경기 , 동두천시 , 남 ,510,29637,2309799070
2020, 경기 , 동두천시 , 여 ,1201,88996,6937404830
2020, 경기 , 부천시 , 남 ,2618,122006,10263151700
2020, 경기 , 부천시 , 여 ,6376,319315,25394612760
2020, 경기 , 성남수정구 , 남 ,399,18535,1436949650
2020, 경기 , 성남수정구 , 여 ,825,31822,2475475400
2020, 경기 , 성남중원구 , 남 ,419,10057,770556120
2020, 경기 , 성남중원구 , 여 ,992,35701,2676451590
2020, 경기 , 성남분당구 , 남 ,2272,17668,1539982100
2020, 경기 , 성남분당구 , 여 ,5272,48767,3910054640
2020, 경기 , 수원권선구 , 남 ,199,7350,602118100
2020, 경기 , 수원권선구 , 여 ,542,18228,1332413820
2020, 경기 , 수원장안구 , 남 ,1048,24793,1853030900
2020, 경기 , 수원장안구 , 여 ,2683,74380,5357520140
2020, 경기 , 수원팔달구 , 남 ,1447,14159,1213630100
2020, 경기 , 수원팔달구 , 여 ,3280,37250,2832019340
2020, 경기 , 수원영통구 , 남 ,970,15760,1350642010
2020, 경기 , 수원영통구 , 여 ,2381,50001,3772754780
2020, 경기 , 안양만안구 , 남 ,961,15452,1147341100
2020, 경기 , 안양만안구 , 여 ,2323,54748,4118924140
2020, 경기 , 안양동안구 , 남 ,581,8823,785832520
2020, 경기 , 안양동안구 , 여 ,1290,21311,1827346300
2020, 경기 , 의정부시 , 남 ,2068,22482,1727047550
2020, 경기 , 의정부시 , 여 ,4649,50904,3459685450
2020, 경기 , 과천시 , 남 ,36,115,4000500
2020, 경기 , 과천시 , 여 ,76,285,7937700
2020, 경기 , 구리시 , 남 ,957,11526,932704580
2020, 경기 , 구리시 , 여 ,2371,34005,2591167150
2020, 경기 , 안산단원구 , 남 ,966,28046,2322108690
2020, 경기 , 안산단원구 , 여 ,2692,112260,8852588540
2020, 경기 , 안산상록구 , 남 ,646,16193,1313803780
2020, 경기 , 안산상록구 , 여 ,1856,54801,4088027790
2020, 경기 , 평택시 , 남 ,1352,21805,1636874330
2020, 경기 , 평택시 , 여 ,3010,67531,4980497460
2020, 경기 , 하남시 , 남 ,245,8068,724872810
2020, 경기 , 하남시 , 여 ,688,27110,2316283590
2020, 경기 , 군포시 , 남 ,623,16164,1248394110
2020, 경기 , 군포시 , 여 ,1411,44392,3343153710
2020, 경기 , 남양주시 , 남 ,1735,42559,3149595270
2020, 경기 , 남양주시 , 여 ,4542,134756,9714425720
2020, 경기 , 의왕시 , 남 ,402,20548,1623740450
2020, 경기 , 의왕시 , 여 ,948,52542,4046195360
2020, 경기 , 시흥시 , 남 ,1007,35220,2769281100
2020, 경기 , 시흥시 , 여 ,2995,139517,10590416810
2020, 경기 , 오산시 , 남 ,425,11426,898138480
2020, 경기 , 오산시 , 여 ,1132,34523,2570426480
2020, 경기 , 고양덕양구 , 남 ,1847,35372,1962384180
2020, 경기 , 고양덕양구 , 여 ,4671,95334,4753300670
2020, 경기 , 고양일산서구 , 남 ,889,24208,1963198920
2020, 경기 , 고양일산서구 , 여 ,1722,70851,5559266900
2020, 경기 , 고양일산동구 , 남 ,2245,47796,3868015060
2020, 경기 , 고양일산동구 , 여 ,5486,138458,10908208520
2020, 경기 , 용인기흥구 , 남 ,1099,60532,5032208950
2020, 경기 , 용인기흥구 , 여 ,2285,152829,12269424390
2020, 경기 , 용인수지구 , 남 ,227,4420,336253130
2020, 경기 , 용인수지구 , 여 ,582,27051,2082113200
2020, 경기 , 용인처인구 , 남 ,570,17215,1382435550
2020, 경기 , 용인처인구 , 여 ,1336,48382,3777254080
2020, 경기 , 이천시 , 남 ,476,27231,2170007580
2020, 경기 , 이천시 , 여 ,1181,70048,5333863010
2020, 경기 , 파주시 , 남 ,1166,73439,5970351060
2020, 경기 , 파주시 , 여 ,2693,211365,16755772310
2020, 경기 , 김포시 , 남 ,932,20345,1630349390
2020, 경기 , 김포시 , 여 ,2062,43625,3183535570
2020, 경기 , 안성시 , 남 ,686,21107,1548221700
2020, 경기 , 안성시 , 여 ,1856,82153,6012210850
2020, 경기 , 화성시 , 남 ,897,25882,1973359700
2020, 경기 , 화성시 , 여 ,2359,82083,6076855410
2020, 경기 , 광주시 , 남 ,610,16384,1302357120
2020, 경기 , 광주시 , 여 ,1580,44998,3380622440
2020, 경기 , 양주시 , 남 ,964,34945,2609376320
2020, 경기 , 양주시 , 여 ,2095,71425,5174518830
2020, 경기 , 포천시 , 남 ,560,12244,946908040
2020, 경기 , 포천시 , 여 ,1445,32158,2444560990
2020, 경기 , 여주시 , 남 ,460,18874,1486847450
2020, 경기 , 여주시 , 여 ,1146,64818,4930109940
2020, 강원 , 고성군 , 남 ,32,108,797810
2020, 강원 , 고성군 , 여 ,69,222,1668430
2020, 강원 , 양구군 , 남 ,36,160,2820910
2020, 강원 , 양구군 , 여 ,125,754,14394630
2020, 강원 , 양양군 , 남 ,13,49,488060
2020, 강원 , 양양군 , 여 ,34,111,697600
2020, 강원 , 영월군 , 남 ,171,735,22138010
2020, 강원 , 영월군 , 여 ,427,1883,45162800
2020, 강원 , 인제군 , 남 ,15,110,3546560
2020, 강원 , 인제군 , 여 ,45,150,2023620
2020, 강원 , 정선군 , 남 ,33,111,6591970
2020, 강원 , 정선군 , 여 ,78,508,13257080
2020, 강원 , 철원군 , 남 ,159,5322,422705640
2020, 강원 , 철원군 , 여 ,365,15178,1158287470
2020, 강원 , 평창군 , 남 ,114,1921,139061610
2020, 강원 , 평창군 , 여 ,310,7257,541762840
2020, 강원 , 홍천군 , 남 ,251,2399,134592660
2020, 강원 , 홍천군 , 여 ,640,11867,769706390
2020, 강원 , 화천군 , 남 ,17,86,1218730
2020, 강원 , 화천군 , 여 ,50,216,3008650
2020, 강원 , 횡성군 , 남 ,204,1176,63581720
2020, 강원 , 횡성군 , 여 ,499,3281,138794370
2020, 강원 , 강릉시 , 남 ,981,7778,498267350
2020, 강원 , 강릉시 , 여 ,2350,21099,1180142100
2020, 강원 , 동해시 , 남 ,415,8587,730774130
2020, 강원 , 동해시 , 여 ,972,29285,2345403010
2020, 강원 , 속초시 , 남 ,257,6271,437413970
2020, 강원 , 속초시 , 여 ,903,21928,1561637120
2020, 강원 , 원주시 , 남 ,1185,18042,1495366930
2020, 강원 , 원주시 , 여 ,2873,42481,3275450810
2020, 강원 , 춘천시 , 남 ,1114,22391,1760246290
2020, 강원 , 춘천시 , 여 ,2637,64553,4842759350
2020, 강원 , 태백시 , 남 ,169,1287,76687750
2020, 강원 , 태백시 , 여 ,360,3219,139604130
2020, 강원 , 삼척시 , 남 ,236,2284,124927930
2020, 강원 , 삼척시 , 여 ,668,9006,510245740
2020, 충북 , 괴산군 , 남 ,194,745,49592650
2020, 충북 , 괴산군 , 여 ,516,2284,114089990
2020, 충북 , 단양군 , 남 ,67,2852,205886850
2020, 충북 , 단양군 , 여 ,196,12716,989519670
2020, 충북 , 보은군 , 남 ,235,10021,779229820
2020, 충북 , 보은군 , 여 ,497,27538,2132899480
2020, 충북 , 영동군 , 남 ,363,16138,1238920900
2020, 충북 , 영동군 , 여 ,1027,65920,5102158770
2020, 충북 , 옥천군 , 남 ,372,10945,911849640
2020, 충북 , 옥천군 , 여 ,909,38272,3112528100
2020, 충북 , 음성군 , 남 ,413,13251,1061558130
2020, 충북 , 음성군 , 여 ,957,27883,1993456570
2020, 충북 , 진천군 , 남 ,260,7578,564824100
2020, 충북 , 진천군 , 여 ,715,21876,1647076150
2020, 충북 , 증평군 , 남 ,133,889,16241570
2020, 충북 , 증평군 , 여 ,457,3296,46404360
2020, 충북 , 청주상당구 , 남 ,967,11010,707909670
2020, 충북 , 청주상당구 , 여 ,2279,21760,1133916590
2020, 충북 , 청주흥덕구 , 남 ,557,5923,350119070
2020, 충북 , 청주흥덕구 , 여 ,1498,25931,1665626650
2020, 충북 , 청주청원구 , 남 ,504,14006,1059585290
2020, 충북 , 청주청원구 , 여 ,1193,30182,2238310760
2020, 충북 , 청주서원구 , 남 ,967,15276,1076410950
2020, 충북 , 청주서원구 , 여 ,2807,76708,5273681000
2020, 충북 , 충주시 , 남 ,890,24542,2059174440
2020, 충북 , 충주시 , 여 ,2091,77485,6283641260
2020, 충북 , 제천시 , 남 ,619,15362,1161859800
2020, 충북 , 제천시 , 여 ,1512,59203,4351524660
2020, 충남 , 금산군 , 남 ,583,14073,1054335620
2020, 충남 , 금산군 , 여 ,1292,54105,4109405770
2020, 충남 , 부여군 , 남 ,675,27826,2168031080
2020, 충남 , 부여군 , 여 ,1614,69899,5371205740
2020, 충남 , 서천군 , 남 ,497,25985,1882819630
2020, 충남 , 서천군 , 여 ,1251,91639,6867917760
2020, 충남 , 예산군 , 남 ,428,2180,81852740
2020, 충남 , 예산군 , 여 ,1063,5723,186247850
2020, 충남 , 청양군 , 남 ,253,8762,640031900
2020, 충남 , 청양군 , 여 ,590,28860,2098424530
2020, 충남 , 홍성군 , 남 ,917,27707,2087464930
2020, 충남 , 홍성군 , 여 ,2308,89954,6865318300
2020, 충남 , 태안군 , 남 ,179,6152,449302160
2020, 충남 , 태안군 , 여 ,535,17970,1278557330
2020, 충남 , 천안서북구 , 남 ,905,28411,2080459060
2020, 충남 , 천안서북구 , 여 ,2597,66532,4611720740
2020, 충남 , 천안동남구 , 남 ,1292,35800,3036370590
2020, 충남 , 천안동남구 , 여 ,2770,108518,8867015160
2020, 충남 , 공주시 , 남 ,818,40253,3212916470
2020, 충남 , 공주시 , 여 ,2024,135868,10676256330
2020, 충남 , 보령시 , 남 ,427,3230,118311200
2020, 충남 , 보령시 , 여 ,991,10962,502028620
2020, 충남 , 아산시 , 남 ,877,33397,2513057950
2020, 충남 , 아산시 , 여 ,2129,107202,7955690970
2020, 충남 , 서산시 , 남 ,757,8282,509552780
2020, 충남 , 서산시 , 여 ,1748,29865,1949459460
2020, 충남 , 논산시 , 남 ,1071,60710,4694578270
2020, 충남 , 논산시 , 여 ,2779,184436,14145430600
2020, 충남 , 계룡시 , 남 ,38,3478,263476560
2020, 충남 , 계룡시 , 여 ,88,7404,559100490
2020, 충남 , 당진시 , 남 ,1068,25715,1723275390
2020, 충남 , 당진시 , 여 ,2516,71778,4828679960
2020, 전북 , 고창군 , 남 ,571,19254,1358124380
2020, 전북 , 고창군 , 여 ,1684,65798,4553283100
2020, 전북 , 무주군 , 남 ,128,648,11992400
2020, 전북 , 무주군 , 여 ,428,2152,43092320
2020, 전북 , 부안군 , 남 ,466,10936,719409600
2020, 전북 , 부안군 , 여 ,1344,33636,2073281850
2020, 전북 , 순창군 , 남 ,189,21804,1667055530
2020, 전북 , 순창군 , 여 ,545,79670,6119220530
2020, 전북 , 완주군 , 남 ,410,32272,2661193580
2020, 전북 , 완주군 , 여 ,1032,116006,9186203960
2020, 전북 , 임실군 , 남 ,186,6218,418358190
2020, 전북 , 임실군 , 여 ,478,15675,1036764710
2020, 전북 , 장수군 , 남 ,84,412,7343980
2020, 전북 , 장수군 , 여 ,198,927,18816490
2020, 전북 , 진안군 , 남 ,321,2242,43159070
2020, 전북 , 진안군 , 여 ,870,6949,145787270
2020, 전북 , 군산시 , 남 ,1230,53198,4195481960
2020, 전북 , 군산시 , 여 ,2973,186481,14598318810
2020, 전북 , 남원시 , 남 ,522,20577,1460812340
2020, 전북 , 남원시 , 여 ,1537,92388,6747317230
2020, 전북 , 익산시 , 남 ,1650,52004,4199565480
2020, 전북 , 익산시 , 여 ,4287,209237,16531965060
2020, 전북 , 전주완산구 , 남 ,2079,87346,7104293430
2020, 전북 , 전주완산구 , 여 ,5130,373629,29895708060
2020, 전북 , 전주덕진구 , 남 ,1709,70653,5605969640
2020, 전북 , 전주덕진구 , 여 ,4366,274981,21590993030
2020, 전북 , 정읍시 , 남 ,708,36092,2792525990
2020, 전북 , 정읍시 , 여 ,1925,141860,10916873990
2020, 전북 , 김제시 , 남 ,588,40402,3553786880
2020, 전북 , 김제시 , 여 ,1301,86740,7111551800
2020, 전남 , 강진군 , 남 ,458,10922,1808808640
2020, 전남 , 강진군 , 여 ,1311,31872,5029605980
2020, 전남 , 고흥군 , 남 ,415,4889,358133700
2020, 전남 , 고흥군 , 여 ,1049,16260,1165620100
2020, 전남 , 곡성군 , 남 ,176,2430,171401040
2020, 전남 , 곡성군 , 여 ,553,15955,1195393020
2020, 전남 , 구례군 , 남 ,244,14981,1162868250
2020, 전남 , 구례군 , 여 ,686,73676,5766091980
2020, 전남 , 담양군 , 남 ,328,9827,782332850
2020, 전남 , 담양군 , 여 ,818,18811,1415489170
2020, 전남 , 무안군 , 남 ,381,16965,1262130040
2020, 전남 , 무안군 , 여 ,1118,70409,4937750430
2020, 전남 , 보성군 , 남 ,342,23504,1792682420
2020, 전남 , 보성군 , 여 ,1119,104912,7989593430
2020, 전남 , 신안군 , 남 ,170,13459,1032034430
2020, 전남 , 신안군 , 여 ,484,39459,2906361710
2020, 전남 , 영광군 , 남 ,557,7539,673040440
2020, 전남 , 영광군 , 여 ,1458,26338,2142723240
2020, 전남 , 영암군 , 남 ,313,10867,910846300
2020, 전남 , 영암군 , 여 ,1032,30438,2571661560
2020, 전남 , 완도군 , 남 ,47,219,11435150
2020, 전남 , 완도군 , 여 ,204,790,39559330
2020, 전남 , 장성군 , 남 ,284,18056,1377858650
2020, 전남 , 장성군 , 여 ,743,56917,4340017230
2020, 전남 , 장흥군 , 남 ,305,6120,560841140
2020, 전남 , 장흥군 , 여 ,916,22812,1900075420
2020, 전남 , 진도군 , 남 ,55,1269,85037900
2020, 전남 , 진도군 , 여 ,219,6508,439455470
2020, 전남 , 함평군 , 남 ,136,5571,430651530
2020, 전남 , 함평군 , 여 ,426,25300,1969087330
2020, 전남 , 해남군 , 남 ,812,6869,615270080
2020, 전남 , 해남군 , 여 ,2332,30815,2436176930
2020, 전남 , 화순군 , 남 ,524,37453,2993772020
2020, 전남 , 화순군 , 여 ,1449,107850,8567178860
2020, 전남 , 나주시 , 남 ,795,100813,7737458080
2020, 전남 , 나주시 , 여 ,2129,305323,22888956460
2020, 전남 , 목포시 , 남 ,1577,61272,4883875140
2020, 전남 , 목포시 , 여 ,3936,269062,21226259740
2020, 전남 , 순천시 , 남 ,1400,40654,3377334890
2020, 전남 , 순천시 , 여 ,3741,175767,14151398900
2020, 전남 , 여수시 , 남 ,1087,56115,4559868100
