년도,시도,시군구,성별,환자수,입내원일수,요양급여비용
2018, 경남 , 함안군 , 여 ,1169,63573,4522995960
2018, 경남 , 함양군 , 남 ,237,1186,73608380
2018, 경남 , 함양군 , 여 ,589,3175,180232740
2018, 경남 , 합천군 , 남 ,313,7354,492863380
2018, 경남 , 합천군 , 여 ,847,23440,1458612940
2018, 경남 , 김해시 , 남 ,1257,117916,8604431680
2018, 경남 , 김해시 , 여 ,3845,533187,39362861200
2018, 경남 , 사천시 , 남 ,460,21827,1537380760
2018, 경남 , 사천시 , 여 ,1563,86465,6116670890
2018, 경남 , 진주시 , 남 ,1374,33447,2403361220
2018, 경남 , 진주시 , 여 ,3576,109793,7858361710
2018, 경남 , 창원마산회원구 , 남 ,839,35225,2568463200
2018, 경남 , 창원마산회원구 , 여 ,2373,184298,13533629230
2018, 경남 , 창원마산합포구 , 남 ,1088,46984,3493322850
2018, 경남 , 창원마산합포구 , 여 ,2682,201409,14502243400
2018, 경남 , 창원진해구 , 남 ,516,28146,1891222890
2018, 경남 , 창원진해구 , 여 ,1414,127788,9180579000
2018, 경남 , 창원의창구 , 남 ,837,53933,4004188150
2018, 경남 , 창원의창구 , 여 ,2559,222593,16542029160
2018, 경남 , 창원성산구 , 남 ,315,4121,401624070
2018, 경남 , 창원성산구 , 여 ,807,17383,1482764220
2018, 경남 , 통영시 , 남 ,518,15941,1187459700
2018, 경남 , 통영시 , 여 ,1349,59064,4371609350
2018, 경남 , 밀양시 , 남 ,408,16140,1076862770
2018, 경남 , 밀양시 , 여 ,1231,54299,3669293910
2018, 경남 , 거제시 , 남 ,243,7963,588221260
2018, 경남 , 거제시 , 여 ,794,33081,2475644950
2018, 경남 , 양산시 , 남 ,1054,74647,5493484820
2018, 경남 , 양산시 , 여 ,2371,243149,17797570070
2018, 제주 , 서귀포시 , 남 ,475,2943,88534840
2018, 제주 , 서귀포시 , 여 ,1430,9828,319396590
2018, 제주 , 제주시 , 남 ,1422,21464,1566139210
2018, 제주 , 제주시 , 여 ,3815,64922,4561362630
2018, 세종 , 세종시 , 남 ,399,15531,1089462820
2018, 세종 , 세종시 , 여 ,1060,61851,4363096800
2019, 서울 , 강남구 , 남 ,1177,6684,701642090
2019, 서울 , 강남구 , 여 ,2495,22804,2131791990
2019, 서울 , 강동구 , 남 ,2382,38785,3665211740
2019, 서울 , 강동구 , 여 ,3385,61134,5464611430
2019, 서울 , 강서구 , 남 ,676,9484,664554460
2019, 서울 , 강서구 , 여 ,1916,40226,2798411080
2019, 서울 , 관악구 , 남 ,346,5398,383536550
2019, 서울 , 관악구 , 여 ,889,20793,1508442590
2019, 서울 , 구로구 , 남 ,833,15688,1289571250
2019, 서울 , 구로구 , 여 ,2074,51886,4030488140
2019, 서울 , 도봉구 , 남 ,1046,17361,1294327530
2019, 서울 , 도봉구 , 여 ,2261,49986,3752874530
2019, 서울 , 동대문구 , 남 ,1120,21619,2016542410
2019, 서울 , 동대문구 , 여 ,2338,56633,4982355050
2019, 서울 , 동작구 , 남 ,1153,8780,734003420
2019, 서울 , 동작구 , 여 ,2412,30880,2470365310
2019, 서울 , 마포구 , 남 ,239,2976,177795950
2019, 서울 , 마포구 , 여 ,551,8043,483886310
2019, 서울 , 서대문구 , 남 ,1174,10981,1038164330
2019, 서울 , 서대문구 , 여 ,2168,30001,2504182310
2019, 서울 , 성동구 , 남 ,606,7068,590891010
2019, 서울 , 성동구 , 여 ,1385,26154,2198292610
2019, 서울 , 성북구 , 남 ,802,9083,796912470
2019, 서울 , 성북구 , 여 ,1556,44295,3575427680
2019, 서울 , 영등포구 , 남 ,1448,27254,2486857570
2019, 서울 , 영등포구 , 여 ,3158,89110,7394724810
2019, 서울 , 용산구 , 남 ,290,1183,95169800
2019, 서울 , 용산구 , 여 ,740,2978,160932740
2019, 서울 , 은평구 , 남 ,1356,23691,2152604080
2019, 서울 , 은평구 , 여 ,3185,78323,6594669740
2019, 서울 , 종로구 , 남 ,1492,5624,586086030
2019, 서울 , 종로구 , 여 ,3031,11616,1171240180
2019, 서울 , 중구 , 남 ,282,1275,115187140
2019, 서울 , 중구 , 여 ,654,2606,185466130
2019, 서울 , 송파구 , 남 ,822,13676,1128289760
2019, 서울 , 송파구 , 여 ,1924,49735,3779858190
2019, 서울 , 중랑구 , 남 ,902,6866,532594360
2019, 서울 , 중랑구 , 여 ,2071,18464,1225873890
2019, 서울 , 양천구 , 남 ,912,5952,442595670
2019, 서울 , 양천구 , 여 ,2131,16212,1237915020
2019, 서울 , 서초구 , 남 ,987,7109,766074170
2019, 서울 , 서초구 , 여 ,2369,35273,3072818810
2019, 서울 , 노원구 , 남 ,1124,11663,1000434950
2019, 서울 , 노원구 , 여 ,3071,40684,3364061240
2019, 서울 , 광진구 , 남 ,994,7361,643920420
2019, 서울 , 광진구 , 여 ,2270,24254,1868479420
2019, 서울 , 강북구 , 남 ,501,9665,697643750
2019, 서울 , 강북구 , 여 ,1312,44496,3309246780
2019, 서울 , 금천구 , 남 ,322,12293,1193996980
2019, 서울 , 금천구 , 여 ,892,39199,3418950410
2019, 부산 , 부산남구 , 남 ,615,43718,3384959660
2019, 부산 , 부산남구 , 여 ,1613,176470,13685503830
2019, 부산 , 부산동구 , 남 ,771,23544,1748913520
2019, 부산 , 부산동구 , 여 ,1872,95532,7083144760
2019, 부산 , 부산동래구 , 남 ,1050,72475,5607814720
2019, 부산 , 부산동래구 , 여 ,3006,290696,22340809400
2019, 부산 , 부산진구 , 남 ,1412,50216,3896104090
2019, 부산 , 부산진구 , 여 ,3582,230133,17536542680
2019, 부산 , 부산북구 , 남 ,771,60581,4444808930
2019, 부산 , 부산북구 , 여 ,2315,238955,17737147900
2019, 부산 , 부산서구 , 남 ,1363,26439,2167130570
2019, 부산 , 부산서구 , 여 ,2934,113599,8936425800
2019, 부산 , 부산영도구 , 남 ,454,25509,1925820740
2019, 부산 , 부산영도구 , 여 ,1147,107871,8211934280
2019, 부산 , 부산중구 , 남 ,288,23703,1788127350
2019, 부산 , 부산중구 , 여 ,797,87946,6664644130
2019, 부산 , 부산해운대구 , 남 ,1088,56333,4329385020
2019, 부산 , 부산해운대구 , 여 ,2691,201822,15584145910
2019, 부산 , 부산사하구 , 남 ,985,97174,7178004110
2019, 부산 , 부산사하구 , 여 ,2866,402772,30273876190
2019, 부산 , 부산금정구 , 남 ,691,77263,6006458030
2019, 부산 , 부산금정구 , 여 ,2110,339418,26054611440
2019, 부산 , 부산강서구 , 남 ,30,173,6978280
2019, 부산 , 부산강서구 , 여 ,102,481,6836880
2019, 부산 , 부산연제구 , 남 ,729,67216,5127217490
2019, 부산 , 부산연제구 , 여 ,1877,268908,20523380960
2019, 부산 , 부산수영구 , 남 ,776,51188,3953203020
2019, 부산 , 부산수영구 , 여 ,2207,235029,17932479330
2019, 부산 , 부산사상구 , 남 ,1311,76174,5737179220
2019, 부산 , 부산사상구 , 여 ,1866,274308,20943499560
2019, 부산 , 부산기장군 , 남 ,398,17262,1254878460
2019, 부산 , 부산기장군 , 여 ,1094,83201,6119468290
2019, 인천 , 인천미추홀구 , 남 ,1321,37490,2781262470
2019, 인천 , 인천미추홀구 , 여 ,3550,130275,9483233990
2019, 인천 , 인천동구 , 남 ,526,3592,149700320
2019, 인천 , 인천동구 , 여 ,1104,8405,269214130
2019, 인천 , 인천부평구 , 남 ,1232,18911,1487133650
2019, 인천 , 인천부평구 , 여 ,2904,65272,4936729330
2019, 인천 , 인천중구 , 남 ,642,13353,1027003750
2019, 인천 , 인천중구 , 여 ,1516,46485,3530016500
2019, 인천 , 인천서구 , 남 ,1385,41581,3081441330
2019, 인천 , 인천서구 , 여 ,3585,92781,6654792100
2019, 인천 , 인천남동구 , 남 ,1403,48788,3789598360
2019, 인천 , 인천남동구 , 여 ,3746,126324,9558545020
2019, 인천 , 인천연수구 , 남 ,419,17466,1336831920
2019, 인천 , 인천연수구 , 여 ,1210,52169,3960684900
2019, 인천 , 인천계양구 , 남 ,917,33142,2508789920
2019, 인천 , 인천계양구 , 여 ,2644,85464,6285387170
2019, 인천 , 인천강화군 , 남 ,723,13340,920258690
2019, 인천 , 인천강화군 , 여 ,2003,31268,1998834210
2019, 인천 , 인천옹진군 , 남 ,0,0,0
2019, 인천 , 인천옹진군 , 여 ,18,50,4222890
2019, 대구 , 대구남구 , 남 ,1189,31442,2394418600
2019, 대구 , 대구남구 , 여 ,3091,113442,8538314900
2019, 대구 , 대구동구 , 남 ,1535,27455,1924837760
2019, 대구 , 대구동구 , 여 ,3862,105170,7397531400
2019, 대구 , 대구북구 , 남 ,1258,33210,2458551460
2019, 대구 , 대구북구 , 여 ,3546,97792,7110111170
2019, 대구 , 대구서구 , 남 ,755,30193,2235609090
2019, 대구 , 대구서구 , 여 ,2286,113829,8220759940
2019, 대구 , 대구수성구 , 남 ,998,35957,2786511430
2019, 대구 , 대구수성구 , 여 ,2744,133735,10323878970
2019, 대구 , 대구중구 , 남 ,882,8046,573197820
2019, 대구 , 대구중구 , 여 ,1922,28941,2115818900
2019, 대구 , 대구달서구 , 남 ,2219,46662,3473095690
2019, 대구 , 대구달서구 , 여 ,4700,176413,12834624840
2019, 대구 , 대구달성군 , 남 ,353,30785,2329169690
2019, 대구 , 대구달성군 , 여 ,1175,113106,8471489850
2019, 광주 , 광주동구 , 남 ,1142,47467,3855262420
2019, 광주 , 광주동구 , 여 ,2486,192887,15115480780
2019, 광주 , 광주북구 , 남 ,2214,133440,10346751800
2019, 광주 , 광주북구 , 여 ,6115,482262,36979038250
2019, 광주 , 광주서구 , 남 ,650,35610,2872782570
2019, 광주 , 광주서구 , 여 ,1710,152152,11749114960
2019, 광주 , 광주광산구 , 남 ,2045,122446,9340973060
2019, 광주 , 광주광산구 , 여 ,4322,454516,34752654950
2019, 광주 , 광주남구 , 남 ,791,58136,4294856800
2019, 광주 , 광주남구 , 여 ,2299,247838,18457787290
2019, 대전 , 대전유성구 , 남 ,838,34223,2629913600
2019, 대전 , 대전유성구 , 여 ,2409,124543,9474907960
2019, 대전 , 대전대덕구 , 남 ,1230,12941,1002562090
2019, 대전 , 대전대덕구 , 여 ,1514,29918,2050655520
2019, 대전 , 대전서구 , 남 ,1506,42929,3012913070
2019, 대전 , 대전서구 , 여 ,4267,169657,11871873880
2019, 대전 , 대전동구 , 남 ,861,44930,3348629260
2019, 대전 , 대전동구 , 여 ,2441,203303,15224679160
2019, 대전 , 대전중구 , 남 ,1686,31409,2477083320
2019, 대전 , 대전중구 , 여 ,3585,110179,8422022780
2019, 울산 , 울산남구 , 남 ,1172,59454,4462420220
2019, 울산 , 울산남구 , 여 ,3325,264321,19672108260
2019, 울산 , 울산동구 , 남 ,381,22346,1654374290
2019, 울산 , 울산동구 , 여 ,1012,101010,7328577810
2019, 울산 , 울산중구 , 남 ,633,11073,798915430
2019, 울산 , 울산중구 , 여 ,1682,59536,4315581950
2019, 울산 , 울산북구 , 남 ,259,16504,1213068140
2019, 울산 , 울산북구 , 여 ,785,63974,4742537300
2019, 울산 , 울산울주군 , 남 ,316,32221,2406273880
2019, 울산 , 울산울주군 , 여 ,1079,122685,9372407290
2019, 경기 , 가평군 , 남 ,221,2709,184241470
2019, 경기 , 가평군 , 여 ,420,2174,123745430
2019, 경기 , 양평군 , 남 ,649,11861,804593730
2019, 경기 , 양평군 , 여 ,1422,34525,2169988290
2019, 경기 , 연천군 , 남 ,183,1095,47225130
2019, 경기 , 연천군 , 여 ,392,3091,143992080
2019, 경기 , 광명시 , 남 ,744,9638,738851220
2019, 경기 , 광명시 , 여 ,1489,31456,2394508340
2019, 경기 , 동두천시 , 남 ,614,33499,2431409580
2019, 경기 , 동두천시 , 여 ,1341,83455,6104580610
2019, 경기 , 부천시 , 남 ,2758,120875,9687188040
2019, 경기 , 부천시 , 여 ,6855,334300,25621230720
2019, 경기 , 성남수정구 , 남 ,335,16485,1241177860
2019, 경기 , 성남수정구 , 여 ,709,21442,1565863610
2019, 경기 , 성남중원구 , 남 ,425,8792,633465110
2019, 경기 , 성남중원구 , 여 ,1085,33149,2387119740
2019, 경기 , 성남분당구 , 남 ,2132,18100,1475745040
2019, 경기 , 성남분당구 , 여 ,4976,53666,4138416770
2019, 경기 , 수원권선구 , 남 ,239,7389,551232600
2019, 경기 , 수원권선구 , 여 ,631,19528,1411530110
2019, 경기 , 수원장안구 , 남 ,951,21535,1564147150
2019, 경기 , 수원장안구 , 여 ,2406,70385,4917601340
2019, 경기 , 수원팔달구 , 남 ,1474,15767,1249903410
2019, 경기 , 수원팔달구 , 여 ,3215,46684,3370779460
2019, 경기 , 수원영통구 , 남 ,945,17218,1393025970
2019, 경기 , 수원영통구 , 여 ,2325,47629,3473496150
2019, 경기 , 안양만안구 , 남 ,1075,14925,1139033580
2019, 경기 , 안양만안구 , 여 ,2821,54164,4030421500
2019, 경기 , 안양동안구 , 남 ,595,8586,725834220
2019, 경기 , 안양동안구 , 여 ,1241,24111,1959362440
2019, 경기 , 의정부시 , 남 ,1873,24731,1792211160
2019, 경기 , 의정부시 , 여 ,4119,55760,3610509640
2019, 경기 , 과천시 , 남 ,23,102,3420250
2019, 경기 , 과천시 , 여 ,73,243,7990880
2019, 경기 , 구리시 , 남 ,1257,15001,1185316270
2019, 경기 , 구리시 , 여 ,3459,43976,3319367930
2019, 경기 , 안산단원구 , 남 ,1004,25140,1828830790
2019, 경기 , 안산단원구 , 여 ,2798,111477,8218633540
2019, 경기 , 안산상록구 , 남 ,595,12149,867662080
2019, 경기 , 안산상록구 , 여 ,1636,52381,3698335140
2019, 경기 , 평택시 , 남 ,1305,16825,1214177650
2019, 경기 , 평택시 , 여 ,2910,61194,4360742560
2019, 경기 , 하남시 , 남 ,194,7956,727337720
2019, 경기 , 하남시 , 여 ,621,22255,1804336790
2019, 경기 , 군포시 , 남 ,609,16301,1244129670
2019, 경기 , 군포시 , 여 ,1443,40024,2909555110
2019, 경기 , 남양주시 , 남 ,1611,41491,3002104120
2019, 경기 , 남양주시 , 여 ,4075,130463,9238123790
2019, 경기 , 의왕시 , 남 ,374,19017,1436887590
2019, 경기 , 의왕시 , 여 ,914,52993,3985247190
2019, 경기 , 시흥시 , 남 ,988,38608,2921101680
2019, 경기 , 시흥시 , 여 ,2908,150581,11097536540
2019, 경기 , 오산시 , 남 ,481,11884,853139180
2019, 경기 , 오산시 , 여 ,1450,34561,2421934910
2019, 경기 , 고양덕양구 , 남 ,1835,30141,1939019840
2019, 경기 , 고양덕양구 , 여 ,4574,76526,4689505180
2019, 경기 , 고양일산서구 , 남 ,941,24062,1841366330
2019, 경기 , 고양일산서구 , 여 ,1903,63210,4699940610
2019, 경기 , 고양일산동구 , 남 ,2045,40491,3147863310
2019, 경기 , 고양일산동구 , 여 ,4894,134874,10390117350
2019, 경기 , 용인기흥구 , 남 ,1064,64481,5084339060
2019, 경기 , 용인기흥구 , 여 ,2293,159431,12299242830
2019, 경기 , 용인수지구 , 남 ,239,5736,470030540
2019, 경기 , 용인수지구 , 여 ,568,26875,2024349430
2019, 경기 , 용인처인구 , 남 ,584,14669,1061326120
2019, 경기 , 용인처인구 , 여 ,1433,46454,3359646430
2019, 경기 , 이천시 , 남 ,441,23390,1512578250
2019, 경기 , 이천시 , 여 ,1119,66193,4640249130
2019, 경기 , 파주시 , 남 ,1159,84176,6404741070
2019, 경기 , 파주시 , 여 ,2448,223727,16799855410
2019, 경기 , 김포시 , 남 ,973,19132,1474308370
2019, 경기 , 김포시 , 여 ,2015,41250,2896125610
2019, 경기 , 안성시 , 남 ,715,21355,1516929280
2019, 경기 , 안성시 , 여 ,1838,86466,6119610200
2019, 경기 , 화성시 , 남 ,808,23144,1697275320
2019, 경기 , 화성시 , 여 ,2191,80738,5875673860
2019, 경기 , 광주시 , 남 ,609,16439,1227406850
2019, 경기 , 광주시 , 여 ,1584,47157,3460071540
2019, 경기 , 양주시 , 남 ,967,35940,2591446350
2019, 경기 , 양주시 , 여 ,2093,81993,5761347180
2019, 경기 , 포천시 , 남 ,523,11841,787719830
2019, 경기 , 포천시 , 여 ,1307,31921,2116801670
2019, 경기 , 여주시 , 남 ,469,19443,1442887010
2019, 경기 , 여주시 , 여 ,1127,64679,4814015220
2019, 강원 , 고성군 , 남 ,26,92,533710
2019, 강원 , 고성군 , 여 ,45,167,900520
2019, 강원 , 양구군 , 남 ,47,166,4783430
2019, 강원 , 양구군 , 여 ,164,804,19037970
2019, 강원 , 양양군 , 남 ,19,93,638910
2019, 강원 , 양양군 , 여 ,47,183,1132530
2019, 강원 , 영월군 , 남 ,174,715,21822740
2019, 강원 , 영월군 , 여 ,454,2143,54494560
2019, 강원 , 인제군 , 남 ,14,58,940000
2019, 강원 , 인제군 , 여 ,33,113,2105750
2019, 강원 , 정선군 , 남 ,30,90,6668330
2019, 강원 , 정선군 , 여 ,82,555,12405780
2019, 강원 , 철원군 , 남 ,175,4916,368506000
2019, 강원 , 철원군 , 여 ,403,17469,1308738640
2019, 강원 , 평창군 , 남 ,33,902,66365530
2019, 강원 , 평창군 , 여 ,100,3437,248364020
2019, 강원 , 홍천군 , 남 ,225,2883,159755160
2019, 강원 , 홍천군 , 여 ,647,9861,594219230
2019, 강원 , 화천군 , 남 ,19,87,1332920
2019, 강원 , 화천군 , 여 ,55,256,3503720
2019, 강원 , 횡성군 , 남 ,169,816,33539480
2019, 강원 , 횡성군 , 여 ,401,2302,81704350
2019, 강원 , 강릉시 , 남 ,1016,8064,479617660
2019, 강원 , 강릉시 , 여 ,2435,24574,1374574470
2019, 강원 , 동해시 , 남 ,416,5675,463479620
2019, 강원 , 동해시 , 여 ,1017,25008,1931330170
2019, 강원 , 속초시 , 남 ,271,4193,255115830
2019, 강원 , 속초시 , 여 ,866,20407,1333607230
2019, 강원 , 원주시 , 남 ,1200,19540,1598682120
2019, 강원 , 원주시 , 여 ,2687,42332,3122017670
2019, 강원 , 춘천시 , 남 ,1124,21414,1678175990
2019, 강원 , 춘천시 , 여 ,2548,52502,3709824340
2019, 강원 , 태백시 , 남 ,172,992,55393800
2019, 강원 , 태백시 , 여 ,356,2365,106566900
2019, 강원 , 삼척시 , 남 ,263,2697,141768030
2019, 강원 , 삼척시 , 여 ,673,10374,600643070
2019, 충북 , 괴산군 , 남 ,232,1069,56435200
2019, 충북 , 괴산군 , 여 ,508,2252,95060110
2019, 충북 , 단양군 , 남 ,61,2427,188568360
2019, 충북 , 단양군 , 여 ,183,10966,800780310
2019, 충북 , 보은군 , 남 ,214,10547,775975120
2019, 충북 , 보은군 , 여 ,480,31114,2344367790
2019, 충북 , 영동군 , 남 ,338,16395,1248466190
2019, 충북 , 영동군 , 여 ,983,65234,4972333240
2019, 충북 , 옥천군 , 남 ,379,15585,1254640920
2019, 충북 , 옥천군 , 여 ,927,50611,3979599890
2019, 충북 , 음성군 , 남 ,401,13028,1015247630
2019, 충북 , 음성군 , 여 ,931,30824,2105187650
2019, 충북 , 진천군 , 남 ,280,8274,592643290
2019, 충북 , 진천군 , 여 ,747,18541,1269675950
2019, 충북 , 증평군 , 남 ,147,854,14380760
2019, 충북 , 증평군 , 여 ,413,2642,36761940
2019, 충북 , 청주상당구 , 남 ,1046,9750,551788290
2019, 충북 , 청주상당구 , 여 ,2613,29082,1503724650
2019, 충북 , 청주흥덕구 , 남 ,470,7086,432362340
2019, 충북 , 청주흥덕구 , 여 ,1274,24647,1633025640
2019, 충북 , 청주청원구 , 남 ,487,12344,917069170
2019, 충북 , 청주청원구 , 여 ,1146,23715,1741619740
2019, 충북 , 청주서원구 , 남 ,1128,17675,1195803550
2019, 충북 , 청주서원구 , 여 ,3362,69143,4510224530
2019, 충북 , 충주시 , 남 ,921,22907,1811737350
2019, 충북 , 충주시 , 여 ,1901,71878,5519708360
2019, 충북 , 제천시 , 남 ,611,13439,986284160
2019, 충북 , 제천시 , 여 ,1472,53059,3856704910
2019, 충남 , 금산군 , 남 ,528,13697,955934220
2019, 충남 , 금산군 , 여 ,1265,50048,3633241410
2019, 충남 , 부여군 , 남 ,633,24895,1749113200
2019, 충남 , 부여군 , 여 ,1492,62839,4403431960
2019, 충남 , 서천군 , 남 ,471,25728,1667012720
2019, 충남 , 서천군 , 여 ,1159,100068,6760393150
2019, 충남 , 예산군 , 남 ,422,2039,73947550
2019, 충남 , 예산군 , 여 ,998,5250,162489550
2019, 충남 , 청양군 , 남 ,238,7988,547271130
2019, 충남 , 청양군 , 여 ,506,23303,1649556430
2019, 충남 , 홍성군 , 남 ,979,26991,1932239400
2019, 충남 , 홍성군 , 여 ,2228,91650,6699811240
2019, 충남 , 태안군 , 남 ,180,5249,374311000
2019, 충남 , 태안군 , 여 ,523,27890,1987677440
2019, 충남 , 천안서북구 , 남 ,872,28102,2024964500
2019, 충남 , 천안서북구 , 여 ,2525,66568,4495600340
2019, 충남 , 천안동남구 , 남 ,1348,36726,3056793550
2019, 충남 , 천안동남구 , 여 ,2903,115305,9186364920
2019, 충남 , 공주시 , 남 ,869,39328,3052223850
2019, 충남 , 공주시 , 여 ,2040,129235,9884215260
2019, 충남 , 보령시 , 남 ,415,3601,154190350
2019, 충남 , 보령시 , 여 ,1013,9602,373812060
2019, 충남 , 아산시 , 남 ,904,33624,2436950680
2019, 충남 , 아산시 , 여 ,2135,103271,7366769030
2019, 충남 , 서산시 , 남 ,656,7471,452612300
2019, 충남 , 서산시 , 여 ,1494,28798,1844885640
2019, 충남 , 논산시 , 남 ,1209,65469,4920158740
2019, 충남 , 논산시 , 여 ,3100,188449,14089399560
2019, 충남 , 계룡시 , 남 ,62,1895,114230140
2019, 충남 , 계룡시 , 여 ,182,4260,206959430
2019, 충남 , 당진시 , 남 ,1058,20827,1276990850
2019, 충남 , 당진시 , 여 ,2556,72950,4764794790
2019, 전북 , 고창군 , 남 ,530,18155,1204828310
2019, 전북 , 고창군 , 여 ,1629,65056,4382696670
2019, 전북 , 무주군 , 남 ,140,612,11513080
2019, 전북 , 무주군 , 여 ,402,2046,37185300
2019, 전북 , 부안군 , 남 ,462,8513,503250520
2019, 전북 , 부안군 , 여 ,1344,31030,1838859940
2019, 전북 , 순창군 , 남 ,201,24823,1794676720
2019, 전북 , 순창군 , 여 ,622,91393,6622396320
2019, 전북 , 완주군 , 남 ,463,34681,2676623610
2019, 전북 , 완주군 , 여 ,1134,121966,9199690060
2019, 전북 , 임실군 , 남 ,144,10443,682381040
2019, 전북 , 임실군 , 여 ,433,32418,2126526100
2019, 전북 , 장수군 , 남 ,62,299,5831640
2019, 전북 , 장수군 , 여 ,130,588,11047140
2019, 전북 , 진안군 , 남 ,327,2382,43084110
2019, 전북 , 진안군 , 여 ,863,6616,133695000
2019, 전북 , 군산시 , 남 ,1105,46720,3409108270
2019, 전북 , 군산시 , 여 ,2793,166491,12285673990
2019, 전북 , 남원시 , 남 ,496,24339,1725389800
2019, 전북 , 남원시 , 여 ,1513,105277,7581672940
2019, 전북 , 익산시 , 남 ,1603,44564,3416336020
2019, 전북 , 익산시 , 여 ,4054,195587,14703476930
2019, 전북 , 전주완산구 , 남 ,1987,83547,6406801130
2019, 전북 , 전주완산구 , 여 ,5004,352949,26783710030
2019, 전북 , 전주덕진구 , 남 ,1741,68706,5209556590
2019, 전북 , 전주덕진구 , 여 ,4441,279624,21069971470
2019, 전북 , 정읍시 , 남 ,747,39531,2863828210
2019, 전북 , 정읍시 , 여 ,1938,147935,10768976220
2019, 전북 , 김제시 , 남 ,578,37364,2937458250
2019, 전북 , 김제시 , 여 ,1249,77536,5949543000
2019, 전남 , 강진군 , 남 ,427,9200,1243675700
2019, 전남 , 강진군 , 여 ,1161,31057,3715182840
2019, 전남 , 고흥군 , 남 ,399,5144,343244810
2019, 전남 , 고흥군 , 여 ,1062,14718,974150270
2019, 전남 , 곡성군 , 남 ,158,3388,223182530
2019, 전남 , 곡성군 , 여 ,534,17740,1230012670
2019, 전남 , 구례군 , 남 ,231,20639,1542874910
2019, 전남 , 구례군 , 여 ,667,82492,6187111250
2019, 전남 , 담양군 , 남 ,377,6834,483483970
2019, 전남 , 담양군 , 여 ,905,16766,1177568580
2019, 전남 , 무안군 , 남 ,390,12307,924322020
2019, 전남 , 무안군 , 여 ,1048,54855,4046359100
2019, 전남 , 보성군 , 남 ,336,25590,1893684070
2019, 전남 , 보성군 , 여 ,1072,111487,8257999450
2019, 전남 , 신안군 , 남 ,137,10127,756126210
2019, 전남 , 신안군 , 여 ,379,36968,2692242590
2019, 전남 , 영광군 , 남 ,492,6837,504761510
2019, 전남 , 영광군 , 여 ,1319,26342,1883984480
2019, 전남 , 영암군 , 남 ,328,12462,955831190
2019, 전남 , 영암군 , 여 ,1006,36880,2877214570
2019, 전남 , 완도군 , 남 ,60,236,9327310
2019, 전남 , 완도군 , 여 ,210,914,29789950
2019, 전남 , 장성군 , 남 ,275,16678,1217974230
2019, 전남 , 장성군 , 여 ,784,50281,3614416400
2019, 전남 , 장흥군 , 남 ,211,3557,216323470
2019, 전남 , 장흥군 , 여 ,654,16816,1044534570
2019, 전남 , 진도군 , 남 ,49,1013,62407970
2019, 전남 , 진도군 , 여 ,209,8302,516914760
2019, 전남 , 함평군 , 남 ,130,7592,583520100
2019, 전남 , 함평군 , 여 ,403,28426,2178223930
2019, 전남 , 해남군 , 남 ,829,9293,775061940
2019, 전남 , 해남군 , 여 ,2328,31720,2423836600
2019, 전남 , 화순군 , 남 ,560,33569,2451255790
2019, 전남 , 화순군 , 여 ,1437,107393,7936406500
2019, 전남 , 나주시 , 남 ,856,88920,6742315540
2019, 전남 , 나주시 , 여 ,2274,283216,21270316240
2019, 전남 , 목포시 , 남 ,1450,60823,4518373410
2019, 전남 , 목포시 , 여 ,3832,270026,19992865450
2019, 전남 , 순천시 , 남 ,1322,40161,3135479210
2019, 전남 , 순천시 , 여 ,3546,174297,13431798050
2019, 전남 , 여수시 , 남 ,1050,42612,3307054370
2019, 전남 , 여수시 , 여 ,2806,181557,14007623260
2019, 전남 , 광양시 , 남 ,382,16120,1133530900
2019, 전남 , 광양시 , 여 ,1214,57405,4016890530
2019, 경북 , 고령군 , 남 ,141,4545,276288650
2019, 경북 , 고령군 , 여 ,372,18054,1174187140
2019, 경북 , 군위군 , 남 ,84,492,22362200
2019, 경북 , 군위군 , 여 ,180,847,36409720
2019, 경북 , 봉화군 , 남 ,170,4304,276624580
2019, 경북 , 봉화군 , 여 ,503,20856,1432925320
2019, 경북 , 성주군 , 남 ,203,18696,1389629250
2019, 경북 , 성주군 , 여 ,616,78222,5892861130
2019, 경북 , 영덕군 , 남 ,216,4504,300329680
2019, 경북 , 영덕군 , 여 ,572,17855,1232296600
2019, 경북 , 영양군 , 남 ,63,247,3520170
2019, 경북 , 영양군 , 여 ,163,819,11707820
2019, 경북 , 예천군 , 남 ,248,9614,705211290
2019, 경북 , 예천군 , 여 ,657,41469,3122532690
2019, 경북 , 울릉군 , 남 ,18,35,3449720
2019, 경북 , 울릉군 , 여 ,36,903,54481480
2019, 경북 , 울진군 , 남 ,111,1167,64962560
2019, 경북 , 울진군 , 여 ,372,8566,560869450
2019, 경북 , 의성군 , 남 ,437,17098,1128856890
2019, 경북 , 의성군 , 여 ,979,52885,3572994990
2019, 경북 , 청도군 , 남 ,367,5292,371459870
2019, 경북 , 청도군 , 여 ,989,18859,1269941450
2019, 경북 , 청송군 , 남 ,76,299,6082270
2019, 경북 , 청송군 , 여 ,156,640,21067440
2019, 경북 , 칠곡군 , 남 ,337,20269,1399375800
2019, 경북 , 칠곡군 , 여 ,914,54022,3724395960
2019, 경북 , 경주시 , 남 ,1135,62809,4721213000
2019, 경북 , 경주시 , 여 ,2812,238013,17745372270
2019, 경북 , 구미시 , 남 ,1066,34337,2578674470
2019, 경북 , 구미시 , 여 ,3142,123970,9059830720
